[2023-11-20 16:43:49,830] [autoreload.py:668] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2023-11-20 16:44:03,743] [log.py:241] [log:log_response] [WARNING]- Not Found: /
[2023-11-20 16:44:03,745] [basehttp.py:212] [basehttp:log_message] [WARNING]- "GET / HTTP/1.1" 404 179
[2023-11-20 16:44:03,828] [log.py:241] [log:log_response] [WARNING]- Not Found: /favicon.ico
[2023-11-20 16:44:03,831] [basehttp.py:81] [basehttp:handle_error] [INFO]- - Broken pipe from ('127.0.0.1', 62170)
[2023-11-20 16:44:09,627] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 511
[2023-11-20 16:44:13,269] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 511
[2023-11-20 16:44:14,578] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /job/3/ HTTP/1.1" 200 1153
[2023-11-20 16:44:19,960] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 511
[2023-11-20 16:44:26,571] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/logout HTTP/1.1" 301 0
[2023-11-20 16:44:26,600] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/logout/ HTTP/1.1" 200 360
[2023-11-20 16:44:29,401] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 522
[2023-11-20 16:44:30,514] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login HTTP/1.1" 301 0
[2023-11-20 16:44:30,551] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login/ HTTP/1.1" 200 1127
[2023-11-20 16:44:34,328] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/register/ HTTP/1.1" 200 1857
[2023-11-20 16:44:36,464] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 522
[2023-11-20 16:44:40,262] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login/ HTTP/1.1" 200 1127
[2023-11-20 16:44:43,694] [basehttp.py:212] [basehttp:log_message] [INFO]- "POST /accounts/login/ HTTP/1.1" 302 0
[2023-11-20 16:44:43,702] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist HTTP/1.1" 301 0
[2023-11-20 16:44:43,713] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
[2023-11-20 16:54:39,994] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /job/3/ HTTP/1.1" 200 1154
[2023-11-20 16:54:43,111] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/logout/ HTTP/1.1" 200 360
[2023-11-20 16:54:45,427] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login/ HTTP/1.1" 200 1127
[2023-11-20 16:54:48,517] [basehttp.py:212] [basehttp:log_message] [INFO]- "POST /accounts/login/ HTTP/1.1" 302 0
[2023-11-20 16:54:48,524] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist HTTP/1.1" 301 0
[2023-11-20 16:54:48,535] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
[2023-11-20 16:54:49,935] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /job/3/ HTTP/1.1" 200 1154
[2023-11-20 16:54:54,685] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
[2023-11-20 16:55:09,641] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /job/3/ HTTP/1.1" 200 1154
[2023-11-20 18:08:44,550] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/logout/ HTTP/1.1" 200 360
[2023-11-20 18:08:45,998] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login/ HTTP/1.1" 200 1127
[2023-11-20 18:08:48,483] [basehttp.py:212] [basehttp:log_message] [INFO]- "POST /accounts/login/ HTTP/1.1" 302 0
[2023-11-20 18:08:48,490] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist HTTP/1.1" 301 0
[2023-11-20 18:08:48,503] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
[2023-11-20 18:08:50,056] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /job/3/ HTTP/1.1" 200 1154
[2023-11-20 21:36:30,154] [autoreload.py:668] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2023-11-20 21:36:39,686] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
[2023-11-20 21:36:50,772] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/logout/ HTTP/1.1" 200 360
[2023-11-20 21:36:55,103] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /accounts/login/ HTTP/1.1" 200 1127
[2023-11-20 21:48:34,853] [basehttp.py:212] [basehttp:log_message] [INFO]- "POST /accounts/login/ HTTP/1.1" 302 0
[2023-11-20 21:48:34,868] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist HTTP/1.1" 301 0
[2023-11-20 21:48:34,895] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /joblist/ HTTP/1.1" 200 512
